"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
18233	Ift52	'Ift52	16.5538	16.2468	15.8378	21.729	26.0884
18234	Mybl2	'Mybl2	0.171161	0.383307	3.68777	0.0205998	2.35826
18235	mmu-mir-7003	'mmu-mir-7003	0	0	0	0	0
18236	Gm22174	'Gm22174	1.29935	0	0	2.23645	5.80447
18237	Gm11454	'Gm11454	2.45877	2.01691	6.57352	0	3.18845
18238	Tox2	'Tox2	5.1533	5.21385	9.06575	0.0256579	12.9807
18239	Gdap1l1	'Gdap1l1	0	0	0	0	0
18240	2310001K24Rik	'2310001K24Rik	0	0.0631247	0	0	0
18241	R3hdml	'R3hdml	0	0	0	0	0
18242	Hnf4a	'Hnf4a	0	0	0	0	0
18243	Gm25881	'Gm25881	0	0	0	0	0
18244	Ttpal	'Ttpal	10.0368	9.16914	10.0327	4.62097	15.3002
18245	0610039K10Rik	'0610039K10Rik	0.922666	0.232885	0.665678	0.193097	0.765146
18246	Pkig	'Pkig	17.3131	27.0006	29.1326	2.21184	51.367
18247	Wisp2	'Wisp2	0	0	0	0.0320452	0
18248	Kcnk15	'Kcnk15	0	0	0	0	0
18249	Ywhab	'Ywhab	82.921	57.6147	60.5673	59.5113	69.255
18250	Pabpc1l	'Pabpc1l	5.28248	2.23516	3.59365	1.00605	0.365859
18251	Stk4	'Stk4	74.423	119.316	101.09	115.425	83.882
18252	Gm11455	'Gm11455	0.683813	0.0333751	0.249597	0	0.377882
18253	A730032A03Rik	'A730032A03Rik	0	0	0	0	0
18254	Svs3a	'Svs3a	0	0	0	0	0
18255	Svs6	'Svs6	0	0	0	0	0
18256	Svs5	'Svs5	0	0	0	0	0
18257	Rbpjl	'Rbpjl	0	0	0	0	0
18258	Dbndd2,Gm20458,Sys1	'\Dbndd2,Gm20458,Sys1\	32.5346	17.9814	13.9423	12.0146	26.762
18259	Pigt	'Pigt	5.00571	1.99045	3.03729	3.92972	10.2863
18260	Gm14317	'Gm14317	0.258149	0	0	0	0
18261	Wfdc2	'Wfdc2	4.60556	0	0	0	0
18262	Gm25512	'Gm25512	0	0	0	0	0
18263	Wfdc6b	'Wfdc6b	0	0	0	0	0
18264	Gm24473	'Gm24473	0	0	0	0	0
18265	Wfdc10	'Wfdc10	1.60484	0	0.471534	0	0
18266	Wfdc13	'Wfdc13	0	0	0	0	0
18267	Spint4	'Spint4	0	0	0	0	0
18268	Spint5	'Spint5	0	0	0	0	0
18269	Dnttip1	'Dnttip1	9.10759	3.94105	6.11211	10.8343	8.18446
18270	Gm22596	'Gm22596	0	0	0	0	0
18271	Ube2c	'Ube2c	7.92094	9.16038	8.42594	0	27.6485
18272	Snx21	'Snx21	1.25693	0.895555	0.310386	0.60188	0.571849
18273	Zswim3	'Zswim3	1.00113	0.845027	0.549102	2.51173	2.87456
18274	Zswim1	'Zswim1	3.74032	5.98762	2.50136	5.90174	5.75432
18275	Ctsa	'Ctsa	190.627	193.899	228.568	70.8616	75.3822
18276	Pcif1	'Pcif1	72.0739	91.8952	93.7507	49.134	47.2446
18277	Gm11458	'Gm11458	4.07879	1.95042	0.625669	1.59366	1.9823
18278	Mmp9	'Mmp9	2.16991	1.91392	11.548	0.0218592	0.00444825
18279	Gm11459,Slc12a5	'\Gm11459,Slc12a5\	0.0752219	0	0.0169878	0	0.0944514
18280	Cd40	'Cd40	3.28139	3.18773	6.39502	0.268207	13.0602
18281	Gm14397	'Gm14397	0	0	0	0	0
18282	Gm14437	'Gm14437	0	0	0	0	0
18283	Slc2a10	'Slc2a10	0	0	0	0	0.102266
18284	Eya2	'Eya2	8.76982	6.21627	22.4785	6.69933	4.97612
18285	BC046401	'BC046401	0.501722	0	0.13915	0.826491	0.998885
18286	Gm11465	'Gm11465	0	0	0	0	0.0498491
18287	Gm11462	'Gm11462	0	0	0	0	0
18288	Ncoa3	'Ncoa3	6.77469	8.25511	3.50081	10.9573	9.55636
18289	Gm22687	'Gm22687	0	0	0	0	0
18290	Gm11468	'Gm11468	0	0	0	0	0
18291	5031425F14Rik	'5031425F14Rik	0	0.178939	0	0.793264	0.537494
18292	Gm25265	'Gm25265	1.07215	0.139616	0.492963	1.34619	0.602467
18293	Gm24477	'Gm24477	0	0	0	0	0
18294	Trp53rk	'Trp53rk	1.6846	0.523175	0.0791138	0.694628	0.140123
18295	Arfgef2	'Arfgef2	2.12431	3.06447	0.384523	3.13709	3.29131
18296	Cse1l,Gm17096	'\Cse1l,Gm17096\	24.9121	20.5604	14.1473	14.3751	19.4443
18297	Ddx27	'Ddx27	13.869	12.8917	12.7887	16.7347	15.7121
18298	1500012F01Rik,Gm25878,Snord12,ZNFX1-AS1_1	'\1500012F01Rik,Gm25878,Snord12,ZNFX1-AS1_1\	43.2898	78.1879	24.1474	104.354	131.711
18299	Gm23201	'Gm23201	37.5745	153.413	0	0	106.417
18300	Gm11471	'Gm11471	0	0	0	0	0
18301	1110018N20Rik	'1110018N20Rik	0	0	0	0	0
18302	Gm14291	'Gm14291	0	0	0	0	0
18303	Slc9a8	'Slc9a8	9.00289	8.00737	4.33385	2.86025	7.29608
18304	Rnf114	'Rnf114	52.9094	45.1618	47.4862	115.618	82.649
18305	Snai1	'Snai1	0.126028	0.758005	0	0	0.358456
18306	Gm11476	'Gm11476	0.139297	0	0	0.0114441	0
18307	Gm11475	'Gm11475	0	0	0	0	0
18308	Gm14320	'Gm14320	0.033595	0	0	0.0488357	0.0312522
18309	Cebpb	'Cebpb	7.15331	9.04162	11.7734	0.434665	0.438308
18310	A530013C23Rik	'A530013C23Rik	0.369242	0.238385	0	0	0.0218124
18311	9230111E07Rik,Gm14321	'\9230111E07Rik,Gm14321\	0.111822	2.57899	0.0980193	0.0880303	0.281522
18312	Gm14319	'Gm14319	0	0	0	0	0
18313	Ptpn1	'Ptpn1	79.6468	54.0316	96.5305	25.007	40.8796
18314	Gm14236	'Gm14236	0	0	0	0	0
18315	Pard6b	'Pard6b	0.150592	0.238427	0	0.0669193	0.930571
18316	Mocs3	'Mocs3	1.03667	1.09794	0.854374	0.349931	0.492004
18317	Gm22704	'Gm22704	0	0	0	0	0
18318	Gm14261	'Gm14261	0	0	0	0	0
18319	1700017J07Rik	'1700017J07Rik	0	0	0	0	0
18320	Gm9873	'Gm9873	0	0	0	0	0
18321	Gm26469	'Gm26469	0	0	0	0	0
18322	Gm14258	'Gm14258	0	0	0	0	0
18323	9430093N23Rik	'9430093N23Rik	0	0	0	0	0
18324	Gm14250	'Gm14250	0	0	0	0	0
18325	Gm14249	'Gm14249	0	0	0	0	0
18326	1700101G07Rik	'1700101G07Rik	0	0	0	0	0
18327	Tshz2	'Tshz2	0	0	0	0	0.00322749
18328	Gm14270	'Gm14270	1.29191	0.78096	2.09009	1.33743	1.14322
18329	1700040N02Rik	'1700040N02Rik	0	0	0	0	0
18330	Gm14259	'Gm14259	0	0	0	0	0
18331	Pfdn4	'Pfdn4	45.5792	46.636	82.0464	85.3256	62.411
18332	Gm14637	'Gm14637	0	0	0	0	0
18333	Dok5	'Dok5	0	0	0	0	0
18334	Gm14266	'Gm14266	0	0	0	0	0
18335	Gm14640	'Gm14640	0	0	0	0	0
18336	1700007M16Rik	'1700007M16Rik	0	0	0	0	0
18337	Gm14271	'Gm14271	0	0	0	0	0
18338	Gm14274	'Gm14274	0	0	0	0	0
18339	Mc3r	'Mc3r	0	0	0	0	0
18340	Gm14275	'Gm14275	0	0	0	0	0
18341	Gm14273	'Gm14273	0	0	0	0	0
18342	Fam210b	'Fam210b	3.78324	5.40941	4.26043	3.79048	3.57961
18343	Cstf1	'Cstf1	10.2997	9.14028	8.28701	15.3502	16.5669
18344	Cass4	'Cass4	3.65659	3.49809	2.5732	0	0.479533
18345	Rtfdc1	'Rtfdc1	70.1818	82.9768	93.4906	77.2415	61.7298
18346	Fam209	'Fam209	1.35558	0.767618	0.113311	0.573012	0.214836
18347	Tfap2c	'Tfap2c	0	0	0	0	0
18348	Spo11	'Spo11	0.00542006	0	0	0.00803757	0.0582343
18349	Rae1	'Rae1	20.0699	9.21179	5.47799	14.7568	31.3998
18350	Rbm38	'Rbm38	15.3611	11.0294	5.57483	34.0162	54.723
18351	1300015D01Rik	'1300015D01Rik	0	0	0	0	0
18352	Pck1	'Pck1	0	0.293566	0	0	0
18353	Gm14454	'Gm14454	0.0281421	0	0	0	0
18354	Gm14642	'Gm14642	0	0	0	0	0
18355	1700021F07Rik	'1700021F07Rik	0	0	0	0	0
18356	Rab22a	'Rab22a	3.99324	3.9672	1.08846	3.35913	4.09624
18357	1700010B08Rik	'1700010B08Rik	0	0	0	0	0
18358	Vapb	'Vapb	1.40495	0.575923	2.03337	0.271833	0.381863
18359	Stx16	'Stx16	1.46352	2.09421	0.80108	4.06436	2.15256
18360	Npepl1	'Npepl1	10.9114	8.42812	5.43918	5.04232	10.9367
18361	AL593857.1	'AL593857.1	0	0	0	0	0
18362	Gnas	'Gnas	56.7203	66.0969	91.9365	60.2755	39.6587
18363	GNAS-AS1_1	'GNAS-AS1_1	0	0	0	0	0
18364	GNAS-AS1_4	'GNAS-AS1_4	1.50694	0	0	0	0
18365	GNAS-AS1_5	'GNAS-AS1_5	0	0	0	0	0
18366	Nelfcd	'Nelfcd	10.9752	12.1676	9.83376	10.2354	13.5395
18367	Tubb1	'Tubb1	0.0422681	0	0	0	0
18368	Vmn1r-ps1	'Vmn1r-ps1	0.145817	0	0	0	0
18369	Zfp831	'Zfp831	0.896005	0.540892	2.16707	2.20122	2.75697
18370	Edn3	'Edn3	0.00989287	0.457166	0	0	5.28775
18371	Gm14616	'Gm14616	0	0	0	0	0
18372	Gm14444	'Gm14444	0	0	0	0	0
18373	Gm14445	'Gm14445	0	0	0	0	0
18374	Gm14439	'Gm14439	0	0	0	0	0
18375	Gm14387	'Gm14387	0.00759279	0	0.101742	0	0.0283583
18376	Gm16355	'Gm16355	0	0	0	0	0
18377	Gm14438	'Gm14438	0	0	0	0	0
18378	Gm14440	'Gm14440	0	0	0	0	0
18379	Gm4723	'Gm4723	0.52444	0.206792	0.431918	0.582745	0.230009
18380	Gm8923	'Gm8923	0	0	0	0	0
18381	Gm11007	'Gm11007	0	0	0	0	0
18382	Gm16359	'Gm16359	0	0	0	0	0
18383	Gm2007	'Gm2007	0	0	0	0	0
18384	Gm16358	'Gm16358	0	0	0	0	0
18385	Gm2020	'Gm2020	0	0	0	0	0
18386	Gm6710	'Gm6710	1.16711	1.28224	0.935421	0.8819	1.16746
18387	Gm16356	'Gm16356	0	0	0	0	0
18388	Gm2026	'Gm2026	0.0522027	0.0185463	0	0.127516	0.0460095
18389	Gm11008	'Gm11008	0	0	0	0	0
18390	Gm6182	'Gm6182	0	0	0	0	0
18391	2210418O10Rik	'2210418O10Rik	0	0	0	0	0
18392	Gm17258	'Gm17258	0	0	0	0	0
18393	Gm1980	'Gm1980	0	0	0	0	0
18394	Gm14435	'Gm14435	0.0607064	0	0	0.0430418	0.196498
18395	Gm14431	'Gm14431	0	0	0	0	0
18396	Gm14305,Gm14306	'\Gm14305,Gm14306\	2.07591	2.07518	0.638526	0.75303	2.16115
18397	Gm14301	'Gm14301	0	0	0	0	0
18398	Gm14295	'Gm14295	5.08576	5.88026	4.13441	5.77074	4.48778
18399	Gm14408	'Gm14408	0	0	0	0	0
18400	Gm14419	'Gm14419	0.383141	0.39359	0	0.358544	0.179685
18401	Gm14402	'Gm14402	0	0	0	0	0
18402	Gm14401	'Gm14401	0.10431	0.247857	0	0.121816	0.181272
18403	Gm14416	'Gm14416	0	0	0	0	0
18404	Gm14414	'Gm14414	0	0	0	0	0
18405	Gm14420	'Gm14420	0.62779	0.778156	0.527134	1.86493	0.924108
18406	Gm14403	'Gm14403	0.132557	0.307717	0	0.671027	0.755617
18407	Gm14324	'Gm14324	0.0232569	0	0	0	0.00464072
18408	Gm14322	'Gm14322	0.062351	0.816305	0.326621	0	0.454614
18409	Gm14323	'Gm14323	0.34517	0.456031	0.406915	1.2352	0.535179
18410	Gm14327	'Gm14327	0.221817	0.690263	0	0.592148	0.539087
18411	Etohi1	'Etohi1	3.02298	2.79687	1.21002	3.39316	1.25666
18412	Phactr3	'Phactr3	0	0	0	0	0.622474
18413	Fam217b	'Fam217b	0.246941	0.0698823	0.860195	0	0
18414	Cdh26	'Cdh26	0	0	0	0	0
18415	Gm14292	'Gm14292	0.190656	0.5701	0	0	0.0461642
18416	Gm14293	'Gm14293	0	0	0	0	0
18417	Gm14294	'Gm14294	0	0	0	0	0
18418	4930591A17Rik	'4930591A17Rik	0	0	0	0	0
18419	Cdh4,Gm10711	'\Cdh4,Gm10711\	0	0	0	0	0
18420	4921531C22Rik	'4921531C22Rik	2.2241	3.92062	3.36912	4.2559	2.67915
18421	Gm14299	'Gm14299	0	0	0	0	0
18422	Lsm14b	'Lsm14b	2.92475	5.00952	0.614771	5.65249	3.01128
18423	Ss18l1	'Ss18l1	0.397618	0.680328	0.519722	0.352785	0.15075
18424	Mtg2	'Mtg2	10.518	5.8261	5.68084	19.6795	13.1042
18425	Gm17180	'Gm17180	0	0	0	0	0
18426	Osbpl2	'Osbpl2	7.14767	4.80431	3.13593	3.3734	8.45697
18427	Adrm1	'Adrm1	46.1154	44.1053	44.1432	38.5476	30.5569
18428	Rps21	'Rps21	1811.15	2705.84	1441.62	4042.69	3266.84
18429	Mir3091	'Mir3091	0	0	0	0	0
18430	Gm14318	'Gm14318	0	0	0	0	0
18431	Mir1a-1	'Mir1a-1	0	0	0	0	0
18432	Mir133a-2	'Mir133a-2	0	0	0	0	0
18433	Slco4a1	'Slco4a1	0.939703	0.353375	0.423356	0.00748473	0.381135
18434	Ntsr1	'Ntsr1	0	0	0	0	0
18435	Mrgbp	'Mrgbp	7.00269	3.26847	8.37237	7.51136	3.85387
18436	Ogfr	'Ogfr	9.2718	14.773	5.99826	9.31906	11.3535
18437	Col9a3	'Col9a3	0.0692458	0	0	0	0.104786
18438	Gm22502	'Gm22502	0	0	0	5.65771	0
18439	Gid8	'Gid8	15.8274	17.1986	11.7501	15.9312	12.7125
18440	Slc17a9	'Slc17a9	2.97113	4.12867	7.13688	16.3025	7.95525
18441	Gm14339,Gm14344	'\Gm14339,Gm14344\	0	0	0	0	0
18442	Gm22842	'Gm22842	0	0	0	0	0
18443	Gm27032,Mir124a-3	'\Gm27032,Mir124a-3\	0	0	0	0	0
18444	Birc7	'Birc7	0	0	0	0	0
18445	Gm14341	'Gm14341	0	0	0	0	0
18446	Arfgap1	'Arfgap1	13.4116	12.2525	11.2202	10.2437	16.3981
18447	9230112E08Rik,Col20a1	'\9230112E08Rik,Col20a1\	0.339296	0.0202407	0.00756005	0.072305	0.555114
18448	Gm24892	'Gm24892	0	0	0	0	0
18449	Ppdpf	'Ppdpf	81.5972	107.734	178.957	204.136	185.338
18450	Gm14398	'Gm14398	0.0133843	0	0.157545	0.0230848	0
18451	BC051628	'BC051628	0	0	0	0	0.46039
18452	Gm7645	'Gm7645	0.268533	0	0	0.0666531	0
18453	Rtel1	'Rtel1	3.25499	4.61258	6.15805	3.98188	2.50955
18454	Lime1,Zgpat	'\Lime1,Zgpat\	260.678	315.639	457.635	211.987	234.387
18455	Slc2a4rg-ps	'Slc2a4rg-ps	1.24652	0.59126	1.0247	3.21787	2.67958
18456	Abhd16b	'Abhd16b	0	0	0	0	0
18457	Gm25184,Tpd52l2	'\Gm25184,Tpd52l2\	55.5356	69.6626	81.5216	60.2572	45.1162
18458	Dnajc5	'Dnajc5	15.9404	14.2676	18.3865	13.2209	17.9989
18459	Gm16119	'Gm16119	0.963893	0.496019	1.03826	3.19237	1.10196
18460	Prpf6	'Prpf6	33.0895	18.2426	28.2889	32.1539	32.3181
18461	Gm25879	'Gm25879	0	0	0	0	0
18462	Tcea2	'Tcea2	0.736637	0.281068	3.11473	0.734766	1.64006
18463	Oprl1	'Oprl1	0	0	0	0	0
18464	Myt1	'Myt1	0	0	0	0	0
18465	Pcmtd2	'Pcmtd2	9.08763	8.14386	11.0193	14.1635	12.7036
18466	Polr3k	'Polr3k	24.6672	35.5442	30.8634	32.7592	37.1635
18467	Gm5466	'Gm5466	0.0390367	0	0	0.888296	0
18468	Gm14496,RP23-409P4.2	'\Gm14496,RP23-409P4.2\	0	0	0	0	0
18469	Gm22005	'Gm22005	0	0	0	0	0
18470	Rpp38	'Rpp38	9.48989	5.13064	8.26005	23.504	16.3974
18471	Olah	'Olah	0	0	0	0	0
18472	Meig1	'Meig1	0	0	0.519061	0	0
18473	Suv39h2	'Suv39h2	0.766991	0.0155304	0.240112	0.825662	1.53688
18474	Hspa14	'Hspa14	46.1529	51.5314	34.9095	49.5228	46.6409
18475	Gm13183	'Gm13183	0.720552	0	0	0	0
18476	Gm13185	'Gm13185	1.84509	0.748896	0	0.0411618	0.902697
18477	Gm13191	'Gm13191	0.138857	0	0	0	0
18478	Gm2639	'Gm2639	0	0	0	0	0
18479	Gm13188	'Gm13188	0	0	0	0	0
18480	1700080N15Rik	'1700080N15Rik	0	0	0	0	0
18481	Gm13187	'Gm13187	0	0	0	0	0
18482	Gm23691	'Gm23691	0	0	0	0	0
18483	Gm13175	'Gm13175	0	0	0	0	0
18484	Gm13179	'Gm13179	0	0	0	0.604289	0
18485	Prpf18	'Prpf18	15.8269	14.4418	13.2385	15.7274	13.787
18486	Gm13176	'Gm13176	0	0	0	0	0
18487	Gm13193	'Gm13193	0	0	0	0	0
18488	Gm13192	'Gm13192	0	0	0	0	0
18489	Mcm10	'Mcm10	0.652127	0.992395	4.71225	0	1.89666
18490	Optn	'Optn	0.366135	1.10154	0.408595	0.0188997	1.11237
18491	Gm26776	'Gm26776	0	0	0	0	0
18492	Gm23118	'Gm23118	0	0	0	0	0
18493	Camk1d	'Camk1d	11.1618	5.6516	10.4109	3.11033	4.86927
18494	Cdc123	'Cdc123	77.5977	55.8439	109.085	98.9248	88.8035
18495	Gm13199	'Gm13199	0.212414	0.141454	0.103912	0.303693	0.346455
18496	Sec61a2	'Sec61a2	1.88864	0.678534	0	0.61906	1.54454
18497	Dhtkd1	'Dhtkd1	3.81688	3.49754	3.78302	1.60975	3.47476
18498	Proser2	'Proser2	0	0	0	0	0
18499	Gm13384	'Gm13384	0	0	0	0	0
18500	Echdc3	'Echdc3	0	0.162582	0	0	0.317041
18501	Gm13383	'Gm13383	0.217818	0.133498	0	0	0.0133224
18502	Gm13388	'Gm13388	0	0	0	0	0
18503	Celf2	'Celf2	88.3871	75.0676	46.7216	70.8986	60.929
18504	Gm10855	'Gm10855	0	0	0	0	0
18505	Gm10115	'Gm10115	0	0	0	0	0
18506	Gm26315	'Gm26315	0.0716572	0	0	0	0
18507	Gm13211	'Gm13211	0	0	0	0	0
18508	Gm13254	'Gm13254	0	0	0	0	0
18509	Gm24534	'Gm24534	0	0	0	0	0
18510	Gm13217	'Gm13217	0	0.0492724	0	0	0.017013
18511	Gm23963	'Gm23963	0	0	0	0	0
18512	Gm13221	'Gm13221	0	0	0	0	0
18513	Gm13220	'Gm13220	3.21056	0.759815	0	0.627249	3.65075
18514	Gm13218	'Gm13218	0.546283	2.85828	4.54797	0	0
18515	9230102O04Rik,Gata3	'\9230102O04Rik,Gata3\	37.4876	61.7168	16.189	36.6621	34.7293
18516	Taf3	'Taf3	5.67288	5.69891	9.66809	15.8937	8.27813
18517	Atp5c1	'Atp5c1	452.204	609.841	743.393	650.142	599.253
18518	Gm23608	'Gm23608	0	0	0	0	0
18519	Itih2	'Itih2	0	0	0	0	0.00455953
18520	Gm13261	'Gm13261	0	0	0	0	0
18521	Gm13265	'Gm13265	0	0	0	0	0
18522	Gm13263	'Gm13263	0	0	0	0	0
18523	Gm23877	'Gm23877	0	0	0	0	0
18524	Gm26478	'Gm26478	0	0	0	0	0
18525	Gm13294	'Gm13294	0.0937256	0	0	0	0.1722
18526	Gm13292	'Gm13292	0.0524066	0.10993	0	0.0502327	0.0321613
18527	Pfkfb3	'Pfkfb3	4.6009	4.02346	7.2797	2.52766	4.98262
18528	Rbm17	'Rbm17	41.1623	22.0844	30.545	39.5272	24.5374
18529	Gm13260	'Gm13260	0	0	0	0	0
18530	Gm17490	'Gm17490	0	0	0	0	0
18531	Fbxo18	'Fbxo18	8.5249	2.25058	5.21666	6.1763	8.5364
18532	Gm13310	'Gm13310	0	0	0	0	0
18533	Itga8	'Itga8	0.135805	0	0	0	0
18534	Fam188a	'Fam188a	13.9748	15.6441	12.8886	6.44656	7.58254
18535	Gm13321	'Gm13321	0	0.108504	0	0.0844224	0.0574291
18536	C1ql3	'C1ql3	0	0.258209	0	0	0
18537	Rsu1	'Rsu1	51.0702	65.3562	90.0511	53.9754	51.9401
18538	Cubn	'Cubn	0.0242555	0.124906	0	0.00251027	0.00139308
18539	Trdmt1	'Trdmt1	3.55196	2.32735	2.03138	2.84383	3.17283
18540	St8sia6	'St8sia6	0.391944	0.293256	0.0348341	12.3379	4.84476
18541	Ptpla	'Ptpla	0.184058	0.490992	0.403479	0	0.398832
18542	4921530L18Rik	'4921530L18Rik	0.0909092	1.64783	0	1.68806	0.105429
18543	Gm13320	'Gm13320	0.0681096	0.326476	0.539208	0	0
18544	Gm10849	'Gm10849	0	0	0	0	0
18545	Gm13268	'Gm13268	0.620811	1.11779	0.86426	1.59586	1.10018
18546	Gm13314	'Gm13314	0	0	0	0	0
18547	Gm13311	'Gm13311	0.100182	0	0	0	0
18548	Gm13269	'Gm13269	0	0	0	0	0
18549	Gm13316	'Gm13316	0	0	0	0	0
18550	Nsun6	'Nsun6	6.03731	14.7007	4.2702	10.9068	10.3112
18551	Gm13319	'Gm13319	0	0	0	0	0
18552	Gm24933	'Gm24933	0	0	0	0	0
18553	Gm13326	'Gm13326	0	0	0	0	0
18554	Gm13322	'Gm13322	0	0	0	0	0
18555	Nebl	'Nebl	27.5305	14.7524	10.707	0.788538	5.05742
18556	Gm13323	'Gm13323	0	0	0	0	0.0271859
18557	H2afb1	'H2afb1	0	0	0	0	0
18558	Gm13329	'Gm13329	0	0	0	0	0
18559	A930004D18Rik	'A930004D18Rik	0.0578252	2.67143	0	2.22451	0.83037
18560	Skida1	'Skida1	0.0981067	0.376794	0	0	0
18561	1810059C17Rik	'1810059C17Rik	0	0	0	0	0
18562	Gm23638	'Gm23638	0.30209	0.512946	0	0.089797	1.34238
18563	Gm13351	'Gm13351	0.448505	0.0507462	0.0186498	1.2509	0.748652
18564	Dnajc1	'Dnajc1	28.9588	12.7488	28.3227	11.735	12.0728
18565	Gm13350	'Gm13350	0	0	0	0	0
18566	Gm13349	'Gm13349	2.09568	1.04802	0	0	3.94753
18567	Gm13355	'Gm13355	0	0	0	0	0
18568	Gm13352	'Gm13352	0	0	0	0	0
18569	Gm20539	'Gm20539	0	0	0	0	0
18570	4933439G12Rik	'4933439G12Rik	0	0	0	0	0
18571	Pip4k2a	'Pip4k2a	14.3549	16.5351	12.1528	19.1731	19.8386
18572	Gm13332	'Gm13332	0	0	0	0	0
18573	Gm13344	'Gm13344	0	0	0	0	0
18574	Ptf1aos	'Ptf1aos	0	0	0	0	0
18575	4921504E06Rik	'4921504E06Rik	0	0	0	0	0
18576	Gm13345	'Gm13345	0	0	0	0	0
18577	Gm13348	'Gm13348	0	0	0	0	0
18578	Gm13343	'Gm13343	0	0	0	0	0.356346
18579	Gm13346	'Gm13346	0	0	0	0	0
18580	Gm13361	'Gm13361	0	0	0	0	0
18581	Gm13360	'Gm13360	0	0	0	0	0
18582	Gm13328	'Gm13328	0.23287	0.0980601	0.111436	0.236643	0.233762
18583	Gm17171	'Gm17171	0	0	0	0	0
18584	Gm13335	'Gm13335	0	0	0	0	0
18585	Gm13362	'Gm13362	0	0	0	0	0
18586	Arhgap21	'Arhgap21	0.974975	0.922636	0.294986	0.00555579	0.759726
18587	Gm13380	'Gm13380	0	0	0	0	0
18588	Gm13377	'Gm13377	0	0	0	0	0
18589	Enkur	'Enkur	1.58744	3.34466	4.80486	0	0
18590	Gm23007	'Gm23007	0	0	0	0	0
18591	Gm13327	'Gm13327	0	0	0	0	0
18592	Gm13379	'Gm13379	0.0489542	0.0412498	0	0	0
18593	Gm24886	'Gm24886	0	0	0	0	0
18594	Gm13342	'Gm13342	0	0.416496	0	0	0
18595	Gm13341	'Gm13341	1.28756	1.77078	1.95177	2.09983	2.45138
18596	Gm13340	'Gm13340	0.482773	0.668114	0.625186	0.919057	0.753971
18597	Gm13339	'Gm13339	0.0342501	0.0540988	0	0.11749	0.155691
18598	Gm13356	'Gm13356	0	0	0	0	0
18599	A130006I12Rik	'A130006I12Rik	0.255949	0	0	0	0
18600	Gm14441	'Gm14441	0	0	0	0	0
18601	Abi1	'Abi1	31.6181	19.7598	28.0026	36.9484	41.7972
18602	Gm13357	'Gm13357	0.729567	0.701392	0	0	0
18603	Mastl	'Mastl	0.609023	0.809996	0.310996	0	1.93901
18604	Spopl	'Spopl	0.816128	1.42714	0.354705	2.64045	2.7882
18605	Gm13382	'Gm13382	0	0	0	0	0
18606	Hnmt	'Hnmt	0.584336	0.917364	0	0	0
18607	Tbpl2	'Tbpl2	0	0	0	0	0
18608	Gm13409	'Gm13409	0	0	0	0	0
18609	Pax8	'Pax8	0.331924	0	0	0	0
18610	Gm24604	'Gm24604	0	0	0	0	0
18611	Gm13417	'Gm13417	0	0	0	0	0
18612	Gm13416	'Gm13416	0	0	0	0	0
18613	Cacna1b	'Cacna1b	0	0	0	0	0
18614	Ehmt1	'Ehmt1	23.553	6.7346	41.9073	31.3497	25.7911
18615	Arrdc1	'Arrdc1	34.9169	34.5251	54.2936	44.832	22.8452
18616	Mrpl41	'Mrpl41	83.1486	100.1	132.635	108.935	134.557
18617	Gm13369	'Gm13369	0.145604	0.0231288	0.752933	0.0254511	0.305167
18618	Gm25518	'Gm25518	0	0	0	0	0
18619	Gm24875	'Gm24875	0	0	0	0	0
18620	Gm24328	'Gm24328	0	0	0	0	0
18621	Noxa1	'Noxa1	0.378973	0	0	0	0.52596
18622	Gm13387	'Gm13387	0.0231094	0	0.0388102	0.0428106	0.0161958
18623	Tor4a	'Tor4a	11.7736	10.4503	5.48677	24.633	24.5533
18624	Nelfb	'Nelfb	19.5486	20.3522	6.39429	17.3615	28.7489
18625	4933433C11Rik	'4933433C11Rik	0.259443	0	0	0	0
18626	Tubb4b	'Tubb4b	98.9323	103.678	96.7759	89.4423	71.0143
18627	Slc34a3	'Slc34a3	0	0	0	0	0
18628	Gm757	'Gm757	0	0	0	0	0
18629	2310002J15Rik	'2310002J15Rik	0	0	0	0	0
18630	2310002J15Rik	'2310002J15Rik	0	0	12.2948	0	0
18631	Ndor1	'Ndor1	5.78788	4.71747	4.42619	5.4757	5.12427
18632	Ssna1	'Ssna1	65.1717	63.4561	70.2617	74.2214	71.6971
18633	Grin1	'Grin1	0.17061	0	0	0	0
18634	AA543186	'AA543186	0.0952939	0.266138	0	0	0.10501
18635	Dpp7	'Dpp7	9.50462	8.66329	9.9325	2.10092	2.96984
18636	Uap1l1	'Uap1l1	8.58395	7.13851	16.8787	2.57913	10.6987
18637	BC029214	'BC029214	29.6157	20.6789	42.8235	38.2947	22.9832
18638	Ptgds	'Ptgds	0	0	0	0	0.0879341
18639	Lcn12	'Lcn12	0	0	0	0	0
18640	C8g	'C8g	0.0991115	0.196313	0	0	0.481412
18641	Traf2	'Traf2	24.396	25.4605	46.9169	41.3636	23.3364
18642	Gm13432	'Gm13432	0	0	0	0	0
18643	Mamdc4,Phpt1	'\Mamdc4,Phpt1\	41.7396	85.0116	60.9116	142.058	108.831
18644	Gm996	'Gm996	0	0	0	0	0
18645	Rabl6	'Rabl6	4.49256	10.2586	4.13552	3.52989	7.58011
18646	4921530D09Rik	'4921530D09Rik	0	0	0	0	0.0421904
